id,title,address,owner,business_type,registration_info,raw_text,source_url,batch_file,startDate,endDate
business_08030,Radio-Neuheiten,"Neuheiten electrical goods Kurfürstendamm  14, Berlin",,,,,,,1900-01-01,1945-12-31
business_08034,Radio-Windmüller,"Radio-Windmüller electrical goods Düsseldorfer Str.  7, Berlin",,,,,,,1900-01-01,1945-12-31
business_08036,Radiohaus Friedenau,"Radiohaus Friedenau electrical goods Kaiserallee  75, Berlin",,,,,,,1900-01-01,1945-12-31
business_08038,Radiosclerin-Gesellschaft mbH,,,,,,,,1900-01-01,1945-12-31
business_08042,Ranis & Co GmbH,"Joachimsthaler Str. 43/44, Berlin",,,,,,,1928-01-01,1940-12-31
business_08053,Recha Heymann,"Maikowskystr.  112, Berlin",,,,,,,1900-01-01,1945-12-31
business_08056,"Redlich, Fritz","Fritz Bamberger Str. 17, Berlin",,,,,,,1900-01-01,1945-12-31
business_08067,Regina und Manny Leiser,"Regina und Manny Leiser Wilmersdorfer Str.  36, Berlin",,,,,,,1900-01-01,1945-12-31
business_08071,Reich & Loewenstein,"Heiligegeiststr. 20, Berlin",,,,,,,1912-01-01,1934-12-31
business_08075,Rein-Gold Wäscherei Cöpenick Max Lehmann,"Lothringer Str. 1, Berlin",,,,,,,1931-01-01,1939-12-31
business_08087,"Reißner, Wohl & Co GmbH",,,,,,,,1900-01-01,1945-12-31
business_08092,Rembrandt Atelier für künstlerische Aufnahmen Alfred Cohn,"Winterfeldstr. 26, Berlin",,,,,,,1911-01-01,1936-12-31
business_08096,Restaurant Ansbach,"Restaurant Ansbach restaurants Kurfürstendamm  72, Berlin",,,,,,,1900-01-01,1945-12-31
business_08097,Restaurant Friedmann Paul Friedmann,"Jerusalem Str. 28, Berlin",,,,,,,1914-01-01,1936-12-31
business_08098,Restaurant Lucullus,,,,,,,,1900-01-01,1945-12-31
business_08101,"Restaurant Rubinstein, Wiener Cafè","restaurants Joachimsthaler Str.  41, Berlin",,,,,,,1900-01-01,1945-12-31
business_08109,Rhenania-Kunheim Chemische Fabriken GmbH,"Reichstagsufer 10, Berlin",,,,,,,1928-01-01,1934-12-31
business_08110,Rialto-Fortuna Lichtspiele GmbH,"( Services ) Eingetragen im Handelsregister/ Gründung 1933 Erloschen 1935 Keine Angabe ,  Berlin",,,,,,,1933-01-01,1935-12-31
business_08111,"Ricardo Falero, ""Pasta all' Uovo""""""","Nahrungs- und Genussmittel Nürnberger Str.  33, Berlin",,,,,,,1900-01-01,1945-12-31
business_08114,Richard Baer & Co,"Heiligegeiststr. 8/9, Berlin",,,,,,,1919-01-01,1939-12-31
business_08115,Richard Brandt,"e Frankfurter Str. 87, Berlin",,,,,,,1915-01-01,1939-12-31
business_08128,Richard Geduldig,"Richard Geduldig textiles and clothing Hohenzollerndamm  211, Berlin",,,,,,,1900-01-01,1945-12-31
business_08134,Richard Gradenwitz GmbH,"Dresdner Str. 38, Berlin",,,,,,,1925-01-01,1945-12-31
business_08136,Richard Hecht,"Bischofstr. 23, Berlin",,,,,,,1937-01-01,1939-12-31
business_08137,Richard Hecht & Co,"Küstriner Platz 4, Berlin",,,,,,,1914-01-01,1941-12-31
business_08139,Richard Humberg vorm. Tarrasch & Co,"( Trade ) Eingetragen im Handelsregister/ Gründung 1920 Erloschen 1940 Keine Angabe ,  Berlin",,,,,,,1920-01-01,1940-12-31
business_08145,Richard Jolles,"Richard Jolles banks and insurance Kottbusser Damm  98, Berlin",,,,,,,1900-01-01,1945-12-31
business_08152,Richard Kuntze,"Richard Kuntze Wilhelmshavener Str.  4, Berlin",,,,,,,1900-01-01,1945-12-31
business_08162,Richard Marsop,"Reichstagsufer 1, Berlin",,,,,,,1921-01-01,1937-12-31
business_08167,Richard Perls,"Lötzenerallee 9, Berlin",,,,,,,1923-01-01,1940-12-31
business_08178,Richard Wanderer Nutzholzhandlung GmbH & Co,"( Trade ) Eingetragen im Handelsregister/ Gründung 1935 Kiefholzstr. ,  Berlin",,,,,,,1935-01-01,1935-12-31
business_08187,Ringkrawatte Dorenbus & Hilowicz,"Heiligegeiststr. 35, Berlin",,,,,,,1930-01-01,1941-12-31
business_08190,Rita Luft,"Rita Luft textiles and clothing Bochumer Str.  12, Berlin",,,,,,,1900-01-01,1945-12-31
business_08198,Rob. Seelisch,"Rigaer Str. 71/73, Berlin",,,,,,,1903-01-01,1940-12-31
business_08211,Robert & Hugo Goldstein,"Siegmundshof 6, Berlin",,,,,,,1927-01-01,1939-12-31
business_08218,Robert Engel Nachf.,"Winterfeldstr. 20, Berlin",,,,,,,1914-01-01,1932-12-31
business_08204,Robert Herde,"Robert Herde Nahrungs- und Genussmittel Konstanzer Str.  54, Berlin",,,,,,,1900-01-01,1945-12-31
business_08230,Rohfedern-Handelsgesellschaft Ruben & Bielefeld mbH,"Breslauer Str. 15/16, Berlin",,,,,,,1922-01-01,1937-12-31
business_08239,Rosa Blumenfeld,"Peter Fischer Str. 3, Berlin",,,,,,,1916-01-01,1933-12-31
business_08251,Rosa Israelowicz,"Rosa Israelowicz Landsberger Str.  91, Berlin",,,,,,,1900-01-01,1945-12-31
business_08255,Rosa Lang-Nathanson,"Rosa Lang-Nathanson textiles and clothing Eisenacher Str.  2, Berlin",,,,,,,1900-01-01,1945-12-31
business_08260,Rosa Pick,"Rosa Pick textiles and clothing Savignyplatz  3, Berlin",,,,,,,1900-01-01,1945-12-31
business_08262,Rosenthal & Co,"Alt Moabit 105, Berlin",,,,,,,1900-01-01,1935-12-31
business_08264,Rosenthal & Jacobsohn,"Neue Ansbacher Str. 11, Berlin",,,,,,,1902-01-01,1935-12-31
business_08282,"Rosner, Jacob","Jacob Möbel Belziger Str. 53, Berlin",,,,,,,1900-01-01,1945-12-31
business_08285,Roth & Co,"Dresdner Str. 78, Berlin",,,,,,,1924-01-01,1940-12-31
business_08295,"Rothenberg, Leib","Leib Dortmunder Str. 3, Berlin",,,,,,,1900-01-01,1945-12-31
business_08300,Rotterkonzern,,,,,,,,1900-01-01,1945-12-31
business_08301,Rowag,,,,,,,,1900-01-01,1945-12-31
business_08302,Rowelski & Hese,"Hese Elsasser Str.  41, Berlin",,,,,,,1900-01-01,1945-12-31
business_08306,Ruben,"C  2, Berlin",,,,,,,1900-01-01,1945-12-31
business_08311,Rubin Wochenmarkt,"Lothringer Str. 78, Berlin",,,,,,,1935-01-01,1938-12-31
business_08314,Rudi Schlesinger,"Prinzessinenstr.  19, Berlin",,,,,,,1900-01-01,1945-12-31
business_08316,Rudolf  Holzheim,"Rudolf  Holzheim Frankfurter Allee  345, Berlin",,,,,,,1900-01-01,1945-12-31
business_08323,Rudolf Birmbaum,"Hartwigstr. 107, Berlin",,,,,,,1912-01-01,1937-12-31
business_08328,Rudolf Ehrenhaus & Co,"Bayernalle 19, Berlin",,,,,,,1935-01-01,1940-12-31
business_08329,"Rudolf Herzberg, Vertreter","Vertreter textiles and clothing Langkofelweg  3, Berlin",,,,,,,1900-01-01,1945-12-31
business_08330,Rudolf Herzfeld,"Unter den Linden 56, Berlin",,,,,,,1925-01-01,1936-12-31
business_08332,Rudolf J. Eskenasy,"( Trade ) Eingetragen im Handelsregister/ Gründung 1919 Erloschen 1935 Prenzlauer Str. 19a,  Berlin",,,,,,,1919-01-01,1935-12-31
business_08336,Rudolf Koenig & Co,"e Frankfurter Str. 69, Berlin",,,,,,,1922-01-01,1940-12-31
business_08339,Rudolf Mosse,"Jerusalemer Str. 46/51, Berlin",,,,,,,1900-01-01,1933-12-31
business_08342,Rudolf Saloschin,"Rudolf Saloschin textiles and clothing Rüdersdorfer Str.  29, Berlin",,,,,,,1900-01-01,1945-12-31
business_08349,Rudolf Weiler,"( Trade ) Eingetragen im Handelsregister/ Gründung 1927 Erloschen 1936 Suarezstr. ,  Berlin",,,,,,,1927-01-01,1936-12-31
business_08350,Rudolf Weiß,"Berliner Chaussee 33, Berlin",,,,,,,1919-01-01,1938-12-31
business_08379,S . L. Minsker & Co,"Unter den Linden 16, Berlin",,,,,,,1928-01-01,1938-12-31
business_08365,S. & L. Rochelsohn,"Landsberger Str. 66/67, Berlin",,,,,,,1936-01-01,1939-12-31
business_08366,S. & M. Rosenthal,"Josephstr. 4, Berlin",,,,,,,1900-01-01,1940-12-31
business_08384,S. Adam,"Leipziger Str. 27/28, Berlin",,,,,,,1902-01-01,1937-12-31
business_08385,S. Auerhann OHG,"Süddwestkorso 12, Berlin",,,,,,,1937-01-01,1940-12-31
business_08390,S. Berkowitz & Sohn,"Bundesratsufer 6, Berlin",,,,,,,1903-01-01,1938-12-31
business_08409,S. Calvary & Co,"Unter den Linden 75, Berlin",,,,,,,1901-01-01,1936-12-31
business_08411,S. Frenkel,"Unter den Linden 57/58, Berlin",,,,,,,1900-01-01,1944-12-31
business_08413,S. Gabriel jr.,"Raupachstr. 13, Berlin",,,,,,,1900-01-01,1939-12-31
business_08414,S. Gelbermann,"Gelbermann Nahrungs- und Genussmittel Speyerer Str.  22, Berlin",,,,,,,1900-01-01,1945-12-31
business_08415,S. Gerstmann's Verlag,"Dörnbergstr. 7, Berlin",,,,,,,1902-01-01,1937-12-31
business_08443,S. Gutherz,"Breslauer Str. 15/16, Berlin",,,,,,,1900-01-01,1938-12-31
business_08449,S. Isralit,"Isralit jewelry and precious metals Alte Schönhauser Str.  25, Berlin",,,,,,,1900-01-01,1945-12-31
business_08423,S. Kaufmann & Co,"Unter den Linden 16, Berlin",,,,,,,1901-01-01,1935-12-31
business_08462,S. Neuberg,"Lehrter Str. 12/13, Berlin",,,,,,,1901-01-01,1941-12-31
business_08466,S. Rand GmbH,"Am Kupfergraben 4, Berlin",,,,,,,1924-01-01,1940-12-31
business_08467,S. Rawitzki,"An der Apostelkirche 7, Berlin",,,,,,,1909-01-01,1938-12-31
business_08471,S. Rinzler & Sohn,"Prenzlauer Str. 25, Berlin",,,,,,,1917-01-01,1937-12-31
business_08478,S. Schlachtaub,"Schlachtaub Möbel Pariser Str.  47, Berlin",,,,,,,1900-01-01,1945-12-31
business_08483,S. Schwarzschild,"Bischofstr. 19/21, Berlin",,,,,,,1930-01-01,1940-12-31
business_08485,S. Segall & Co,"( Trade ) Eingetragen im Handelsregister/ Gründung 1900 Erloschen 1937 Leipziger Str. ,  Berlin",,,,,,,1900-01-01,1937-12-31
business_08488,S. Simonson,"( Trade ) Eingetragen im Handelsregister/ Gründung 1900 Erloschen 1939 Potsdamer Str. 23a,  Berlin",,,,,,,1900-01-01,1939-12-31
business_08492,S. Windreich,"Windreich jewelry and precious metals Elsasser Str.  17, Berlin",,,,,,,1900-01-01,1945-12-31
business_08496,Sabine Schließer,"Sabine Schließer Brauner Weg  100, Berlin",,,,,,,1900-01-01,1945-12-31
business_08521,Sachsenplatz Grundstücksgesellschaft mbH,"Joseph-Joachim-Str. 17, Berlin",,,,,,,1922-01-01,1939-12-31
business_08529,Salberg,"Salberg Königstr., Berlin",,,,,,,1900-01-01,1945-12-31
business_08504,"Salinger, Friedrich","Friedrich paper and paper goods Berliner Str. 19, Berlin",,,,,,,1900-01-01,1945-12-31
business_08508,Sally Appel,"Sally Appel Nahrungs- und Genussmittel Ansbacher Str.  38, Berlin",,,,,,,1900-01-01,1945-12-31
business_08509,Sally Atlas,"Sally Atlas jewelry and precious metals Berliner Str.  60, Berlin",,,,,,,1900-01-01,1945-12-31
business_08517,Sally Goldberg,"enburger Str. 14, Berlin",,,,,,,1915-01-01,1938-12-31
business_08519,Sally Goldstein,"Maikowskistr.  75, Berlin",,,,,,,1900-01-01,1945-12-31
business_08539,Sally Liebenau,"Sally Liebenau textiles and clothing Oranienburger Str.  32, Berlin",,,,,,,1900-01-01,1945-12-31
business_08545,Sally Meilick,"Sally Meilick Landsberger Str.  13, Berlin",,,,,,,1900-01-01,1945-12-31
business_08548,Sally Rosenberg & Robert Rötschke AG,"Köpenicker Str. 46/47, Berlin",,,,,,,1923-01-01,1954-12-31
business_08552,Sally Schieren,"Zentralviehhof Kontor 21, Berlin",,,,,,,1921-01-01,1937-12-31
business_08554,Sally Schwarz,"Sally Schwarz textiles and clothing Christburger Str.  24, Berlin",,,,,,,1900-01-01,1945-12-31
business_08555,Sally Selbiger,"Sally Selbiger textiles and clothing Lippehner Str.  4, Berlin",,,,,,,1900-01-01,1945-12-31
business_08557,"Sally Weil, Carlsbader Feinbäckerei","Carlsbader Feinbäckerei Nahrungs- und Genussmittel Köpenicker Str.  114, Berlin",,,,,,,1900-01-01,1945-12-31
business_08558,Sally Wittenberg,"Brückenallee 36, Berlin",,,,,,,1902-01-01,1939-12-31
business_08559,Salmansohn David,"Salmansohn David Rostocker Str.  42, Berlin",,,,,,,1900-01-01,1945-12-31
business_08561,Salo Brück,"Am Friedrichshain 8, Berlin",,,,,,,1916-01-01,1939-12-31
business_08569,Salo Kalman,"e Frankfurter Str. 86, Berlin",,,,,,,1911-01-01,1939-12-31
business_08586,Salo Wildmann,"Prenzlauer Str. 38, Berlin",,,,,,,1927-01-01,1941-12-31
business_08587,Saloman Krausz,"Saloman Krausz textiles and clothing Badensche Str.  21, Berlin",,,,,,,1900-01-01,1945-12-31
business_08576,Salomon Gutherz,,,,,,,,1900-01-01,1945-12-31
business_08577,Salomon Joffe,"Schützensstr. 68, Berlin",,,,,,,1935-01-01,1939-12-31
business_08580,Salomon Krakauer,"Prenzlauer Str. 23, Berlin",,,,,,,1923-01-01,1939-12-31
business_08601,Salomon S. Wagner,"a Stand 309, Berlin",,,,,,,1919-01-01,1938-12-31
business_08606,"Salomon-Salter, Günter","Günter publishing and printing Freisinger Str. 13, Berlin",,,,,,,1900-01-01,1945-12-31
business_08607,Salomonowitsch,,,,,,,,1900-01-01,1945-12-31
business_08609,Salon Bellevue,"Salon Bellevue Flensburger Str.  1, Berlin",,,,,,,1900-01-01,1945-12-31
business_08616,Salon Hilda,"Salon Hilda textiles and clothing Passauer Str.  13, Berlin",,,,,,,1900-01-01,1945-12-31
business_08620,Salon Maria Werk,"Salon Maria Werk Helmstedter Str.  32, Berlin",,,,,,,1900-01-01,1945-12-31
business_08631,"Salon Meran, W. Hufschmidt","Hufschmidt Meraner Str.  19, Berlin",,,,,,,1900-01-01,1945-12-31
business_08632,Salon Strelitz ( Adele Strelitz),"textiles and clothing Kurfürstendamm  140, Berlin",,,,,,,1900-01-01,1945-12-31
business_08634,Salon Woelfel,"Salon Woelfel Pfalzburger Str.  11, Berlin",,,,,,,1900-01-01,1945-12-31
business_08640,Samson Schömann,"Prenzlauer Str. 16, Berlin",,,,,,,1916-01-01,1941-12-31
business_08622,Samuel Arthur Lewkowicz,"Samuel Arthur Lewkowicz Nahrungs- und Genussmittel Heilbronner Str.  16, Berlin",,,,,,,1900-01-01,1945-12-31
business_08630,Samuel Finkel,"Samuel Finkel Marienburger Str.  32, Berlin",,,,,,,1900-01-01,1945-12-31
business_08641,Samuel Goldschmidt,"Falkenried 4, Berlin",,,,,,,1900-01-01,1933-12-31
business_08646,Samuel Hollaender,"Lothringer Str. 91, Berlin",,,,,,,1921-01-01,1939-12-31
business_08649,Samuel Intrator Fabrikation feiner Pelzwaren,"Lothringer Str. 28/29, Berlin",,,,,,,1929-01-01,1940-12-31
business_08655,Samuel Lachs,"Köngisberger Str. 33, Berlin",,,,,,,1921-01-01,1938-12-31
business_08680,Samuel Wald,"Prenzlauer Str. 27, Berlin",,,,,,,1923-01-01,1940-12-31
business_08662,Samuel Weisz,"Samuel Weisz textiles and clothing Steglitzer Str.  77, Berlin",,,,,,,1900-01-01,1945-12-31
business_08683,Sascha Mosch,"Sascha Mosch textiles and clothing Metzer Str.  42, Berlin",,,,,,,1900-01-01,1945-12-31
business_08685,Sauber & Kramer,"Dresdner Str. 36, Berlin",,,,,,,1923-01-01,1939-12-31
business_08688,Saul Bronn,"Alte Schönhauser Str. 48/49, Berlin",,,,,,,1916-01-01,1940-12-31
business_08690,Saul-Zygmunt Weißmann,,,,,,,,1934-01-01,1940-12-31
business_08694,Saxa Bekleidung für Sport und Beruf Willy Sax,"Belle-Alliance-Str. 7/10, Berlin",,,,,,,1936-01-01,1939-12-31
business_08699,Sch. Zarywacs,"Zarywacs textiles and clothing Stresowplatz  13, Berlin",,,,,,,1900-01-01,1945-12-31
business_08703,Schallplatten-Volksverband Clangor-Schallplatten GmbH,"Berliner Str. 42/43, Berlin",,,,,,,1930-01-01,1945-12-31
business_08706,Schapiro Häuserverwaltungsgesellschaft mbH,"Freiherr-vom-Stein-Str. 17/18, Berlin",,,,,,,1929-01-01,1934-12-31
business_08711,Scheier & Herz,"Heinrich Roller-Str. 16/17, Berlin",,,,,,,1880-01-01,1939-12-31
business_08713,Schenker & Co,"Unter den Linden 39, Berlin",,,,,,,1919-01-01,1936-12-31
business_08717,Scheuer & Co Kanülen-Fabrik,"Grünthaler Str. 62, Berlin",,,,,,,1921-01-01,1938-12-31
business_08719,Schickler & Zywitz,"Platz 20, Berlin",,,,,,,1930-01-01,1937-12-31
business_08743,Schiller & Co,"Luisenufer 44, Berlin",,,,,,,1926-01-01,1937-12-31
business_08726,Schmelke Weber,"( Trade ) Eingetragen im Handelsregister/ Gründung 1922 Erloschen 1937 Gontardstr. k. A.,  Berlin",,,,,,,1922-01-01,1937-12-31
business_08727,Schmerzier & Sohn ( Schmerzler & Sohn),"Nettelbeckstr.  24, Berlin",,,,,,,1900-01-01,1945-12-31
business_08730,Schmul & Sohn,"Neuer Markt 16, Berlin",,,,,,,1903-01-01,1938-12-31
business_08734,Schneiderei Grützbach,"Schneiderei Grützbach textiles and clothing Joachim-Friedrich-Str.  33, Berlin",,,,,,,1900-01-01,1945-12-31
business_08737,Schnitzer & Lewin,"Jerusalemer Str. 32/35, Berlin",,,,,,,1908-01-01,1939-12-31
business_08738,"Schocken Verlag, Jüdischer Buchverlag, GmbH","Industr, Berlin",,,,,,,1938-01-01,1939-12-31
business_08740,Schokoladen und Lebensmittel engros Therese Cohn,,,,,,,,1935-01-01,1940-12-31
business_08771,Schokoladen- und Zuckerwarenfabrik Venetia,"Rittergutstr. 33/34, Berlin",,,,,,,1919-01-01,1938-12-31
business_08773,Scholem Okun,"Waßmannstr. 28, Berlin",,,,,,,1935-01-01,1939-12-31
business_08774,Schoyer & Co,"Joachimsthaler Str. 43/44, Berlin",,,,,,,1920-01-01,1945-12-31
business_08778,Schreibmaschinenbüro Ehrlich,"Elsholzstr.  11, Berlin",,,,,,,1900-01-01,1945-12-31
business_08761,Schreiner,"Schreiner Kurfürstendamm  30, Berlin",,,,,,,1900-01-01,1945-12-31
business_08766,"Schuh-Diele ""La Florida""""""","leather and shoes Kurfürstendamm  33, Berlin",,,,,,,1900-01-01,1945-12-31
business_08769,Schuhbesohlung Herkules,"Schuhbesohlung Herkules leather and shoes Alt Moabit  15, Berlin",,,,,,,1900-01-01,1945-12-31
business_08770,Schuhfabrik Germania Kramarski & Co,"Lothringer Str. 8, Berlin",,,,,,,1926-01-01,1932-12-31
business_08753,Schuhhaus Mercedes,"Schuhhaus Mercedes leather and shoes Potsdamer Str.  48, Berlin",,,,,,,1900-01-01,1945-12-31
business_08756,Schuhpflege des Westens,"Schuhpflege des Westens leather and shoes Münchener Str.  41, Berlin",,,,,,,1900-01-01,1945-12-31
business_08759,Schuhwarengroßhandlung Casper Jacobsohn,"Wilhelmsaue 108, Berlin",,,,,,,1938-01-01,1939-12-31
business_08795,Schusterjunge,"Schusterjunge leather and shoes Augsburger Str.  41, Berlin",,,,,,,1900-01-01,1945-12-31
business_08798,"Schwan-Drogerie, Bernhard Cohn","Bernhard Cohn chemicals and pharmaceuticals Badensche Str.  46, Berlin",,,,,,,1900-01-01,1945-12-31
business_08784,"Schwarzleder, Efim","Efim Augsburger Str. 51, Berlin",,,,,,,1900-01-01,1945-12-31
business_08788,"Schwerin, Samuel","Samuel textiles and clothing Bozener Str. 2, Berlin",,,,,,,1900-01-01,1945-12-31
business_08789,"Schwinke, Paula","Paula Berliner Str. 35, Berlin",,,,,,,1900-01-01,1945-12-31
business_08802,"Schönfeld, Ilse","Ilse Essener Str. 15, Berlin",,,,,,,1900-01-01,1945-12-31
business_08804,"Schönwald, Ernst","Ernst Augsburger Str. 53, Berlin",,,,,,,1900-01-01,1945-12-31
business_08833,"Seidmann, Mohaim","Mohaim textiles and clothing Berliner Allee 252, Berlin",,,,,,,1900-01-01,1945-12-31
business_08822,Selma Jedwab,"Selma Jedwab Nassauische Str.  32, Berlin",,,,,,,1900-01-01,1945-12-31
business_08823,"Selma Lewin, Zigarettengeschäft","Zigarettengeschäft Düsseldorfer Str.  6, Berlin",,,,,,,1900-01-01,1945-12-31
business_08826,"Selmann, Schnellfoto-Anstalt",,,,,,,,1900-01-01,1945-12-31
business_08827,Selmar Bayer,"Reichenberger Str. 79/80, Berlin",,,,,,,1900-01-01,1933-12-31
business_08853,"Selwyn Fabrikation und Vertrieb von Neuheiten aller Art, GmbH","Wilmersdorfer Str. 53/54, Berlin",,,,,,,1930-01-01,1933-12-31
business_08857,"Senger, Gertrud","Gertrud restaurants Bamberger Str. 49, Berlin",,,,,,,1900-01-01,1945-12-31
business_08862,Servos & Co,"( Trade ) Eingetragen im Handelsregister/ Gründung 1913 Besitzübernahme 1936 Magerviehhof ,  Berlin",,,,,,,1913-01-01,1936-12-31
business_08847,Siegbert Lewin,"Siegbert Lewin textiles and clothing Nassauische Str.  21, Berlin",,,,,,,1900-01-01,1945-12-31
business_08879,Siegfr. Loriesohn,"Heiligegeiststr. 21, Berlin",,,,,,,1903-01-01,1936-12-31
business_08893,Siegfried Budzislawski,"Belle-Alliance-Str. 13, Berlin",,,,,,,1936-01-01,1939-12-31
business_08904,Siegfried Frank & Co,"( Trade ) Eingetragen im Handelsregister/ Gründung 1903 Besitzübernahme 1936 Magerviehhof ,  Berlin",,,,,,,1903-01-01,1936-12-31
business_08938,Siegfried Landsberger,"Heiligegeiststr. 5/6, Berlin",,,,,,,1911-01-01,1933-12-31
business_08939,"Siegfried Lichtenstein, Tuche","Bischofstr. 23, Berlin",,,,,,,1919-01-01,1939-12-31
business_08951,Siegfried Michlowitz,"Siegfried Michlowitz textiles and clothing Christburger Str.  32, Berlin",,,,,,,1900-01-01,1945-12-31
business_08954,Siegfried Neuhofer,"Siegfried Neuhofer Schöneberger Str.  18, Berlin",,,,,,,1900-01-01,1945-12-31
business_08967,Siegfried Schlüsselberg,"Heiligegeiststr. 35, Berlin",,,,,,,1936-01-01,1940-12-31
business_08975,Siegfried Simoni,"banks and insurance Innsbrucker Str.  34, Berlin",,,,,,,1970-01-01,1945-12-31
business_08979,Siegfried Tockus,"Stand  285, Berlin",,,,,,,1900-01-01,1945-12-31
business_08981,Siegfried Treumann Handelsvertretungen,"Kottbusser Ufer 39, Berlin",,,,,,,1929-01-01,1939-12-31
business_08984,Siegfried Zacharias Inh. Frau Clara Zacharias,"Rosenthaler Str. 20/21, Berlin",,,,,,,1902-01-01,1937-12-31
business_08998,Siegmund Engel Schuhwaren Agentur,"Wallnertheaterstr. 5, Berlin",,,,,,,1910-01-01,1935-12-31
business_09011,Siegmund Gutmann Modewaren,"Hohenzollernkorso 7, Berlin",,,,,,,1928-01-01,1941-12-31
business_09013,Siegmund Heymann Polstermöbelfabrik,"Rittergutstr. 130, Berlin",,,,,,,1904-01-01,1940-12-31
business_09017,Siegmund Keßler,"Nassauische Str. 13/14, Berlin",,,,,,,1908-01-01,1938-12-31
business_09001,Siegmund Pincus,"Unter den Linden 6, Berlin",,,,,,,1901-01-01,1939-12-31
business_09002,Siegmund Riese,"Siegmund Riese books and art Oranienburger Str.  85, Berlin",,,,,,,1900-01-01,1945-12-31
business_09004,Siegmund Salinger Kursmakler,"Heiligegeiststr. 6/9, Berlin",,,,,,,1917-01-01,1934-12-31
business_09008,Siegmund Wagschal,"Siegmund Wagschal pharmacies Elbinger Str.  73, Berlin",,,,,,,1900-01-01,1945-12-31
business_09024,Sigbert Gehr,"Sigbert Gehr Nahrungs- und Genussmittel Ansbacher Str.  9, Berlin",,,,,,,1900-01-01,1945-12-31
business_09031,Sigmund Falkenstein,"Sigmund Falkenstein construction Greifswalder Str.  162, Berlin",,,,,,,1900-01-01,1945-12-31
business_09038,Sigmund Simon,"( Trade ) Eingetragen im Handelsregister/ Gründung 1937 Erloschen 1939 Keine Angabe ,  Berlin",,,,,,,1937-01-01,1939-12-31
business_09042,Silber & Apfelbaum,"Lothringer Str. 69, Berlin",,,,,,,1929-01-01,1940-12-31
business_09051,Silco Herrenhüte Masur & Co,"Heiligegeiststr. 12, Berlin",,,,,,,1937-01-01,1942-12-31
business_09058,Simon Ehrmann,"( Trade ) Eingetragen im Handelsregister/ Gründung 1937 Erloschen 1939 Kottbusser Damm 12a,  Berlin",,,,,,,1937-01-01,1939-12-31
business_09059,Simon Goldberger,"Simon Goldberger Greifenhagener Str.  6, Berlin",,,,,,,1900-01-01,1945-12-31
business_09062,Simon Grundleger,"Kreuziger Str. 8, Berlin",,,,,,,1913-01-01,1937-12-31
business_09064,Simon Isidor,"Simon Isidor Rostocker Str.  26, Berlin",,,,,,,1900-01-01,1945-12-31
business_09088,Simon Spangenthal,"Holtzendorfstr. 19, Berlin",,,,,,,1919-01-01,1934-12-31
business_09090,Simon Westermann,"Unter den Linden 42, Berlin",,,,,,,1920-01-01,1940-12-31
business_09078,Sittenfeld & Cossmann,"An der Stechbahn 1, Berlin",,,,,,,1930-01-01,1938-12-31
business_09094,Solon & Co GmbH,"Wusterhausener Str. 14, Berlin",,,,,,,1922-01-01,1941-12-31
business_09097,Soma Gutfreund,"Soma Gutfreund Berliner Str.  160, Berlin",,,,,,,1900-01-01,1945-12-31
business_09106,Sophie Homburger,"Sophie Homburger textiles and clothing Bayerische Str.  34, Berlin",,,,,,,1900-01-01,1945-12-31
business_09107,Sophie Jablonski,"technische Artikel Bayreuther Str.  39, Berlin",,,,,,,1900-01-01,1945-12-31
business_09111,Sophie Spiegel,"Sophie Spiegel Nahrungs- und Genussmittel Wilmersdorfer Str.  40, Berlin",,,,,,,1900-01-01,1945-12-31
business_09113,Spandauer Möbelhaus Siegfried Tuchmann,"( Trade ) Eingetragen im Handelsregister/ Gründung 1935 Erloschen 1939 Hoher Steinweg 1a,  Berlin",,,,,,,1935-01-01,1939-12-31
business_09116,Spedition und Lagerung Merkur Leopold Abraham,"( Services ) Eingetragen im Handelsregister/ Gründung 1935 Erloschen 1939 Keine Angabe ,  Berlin",,,,,,,1935-01-01,1939-12-31
business_09124,Spießmann,"mann Bismarckstr., Berlin",,,,,,,1900-01-01,1945-12-31
business_09126,Spitz & Spitz GmbH,"Hainhölzer Str. 81, Berlin",,,,,,,1934-01-01,1935-12-31
business_09132,Sport-Adam GmbH,"Leipziger Str. 27/28, Berlin",,,,,,,1932-01-01,1935-12-31
business_09137,Spritz- und Handdruck GmbH,"Bischofstr. 25/26, Berlin",,,,,,,1923-01-01,1939-12-31
business_09141,Stadt-Apotheke Hermann Königsberger,"Kaiser-Friedrich-Str. 222/223, Berlin",,,,,,,1907-01-01,1936-12-31
business_09142,Stadtküche Veit,"Stadtküche Veit restaurants Kurfürstendamm  22, Berlin",,,,,,,1900-01-01,1945-12-31
business_09149,Stargardter & Co,"Meierettostr. 1, Berlin",,,,,,,1912-01-01,1940-12-31
business_09153,Stefan Simon,"( Trade ) Eingetragen im Handelsregister/ Gründung 1928 Erloschen 1935 Passauer Str. 37a,  Berlin",,,,,,,1928-01-01,1935-12-31
business_09165,Steinfeld & Adler,"Berchtesgadener Str. 18/19, Berlin",,,,,,,1922-01-01,1939-12-31
business_09166,"Steinhagen, Hugo","Hugo textiles and clothing Bozener Str. 10, Berlin",,,,,,,1900-01-01,1945-12-31
business_09171,Stempel-Kaffee,"und Genussmittel An der Spandauer Brücke  6, Berlin",,,,,,,1900-01-01,1945-12-31
